Method,R_e,A@e,RA@e,max info loss,gini threshold,p value
SPH+CPI,3,0.6733333333333333,1.188118811881188,0.1,0.25,0.7
SPH+CPI,4,0.6866666666666666,1.2427184466019416,0.1,0.25,0.7
SPH+CPI,5,0.7133333333333334,1.383177570093458,0.1,0.25,0.7
SPH+CPI,6,0.7266666666666667,1.4678899082568808,0.1,0.25,0.7
SPH+CPI,7,0.7333333333333333,1.518181818181818,0.1,0.25,0.7
SPH+CPI,8,0.75,1.6622222222222225,0.1,0.25,0.7
SPH+CPI,9,0.7666666666666667,1.8217391304347823,0.1,0.25,0.7
SPH+CPI,10,0.7733333333333333,1.8922413793103448,0.1,0.25,0.7
SPH+CPI,1,0.5733333333333334,1.0,0.1,0.25,0.75
SPH+CPI,2,0.6466666666666666,1.11340206185567,0.1,0.25,0.75
SPH+CPI,3,0.6733333333333333,1.188118811881188,0.1,0.25,0.75
SPH+CPI,4,0.6933333333333334,1.2692307692307692,0.1,0.25,0.75
SPH+CPI,5,0.7033333333333334,1.3222748815165877,0.1,0.25,0.75
SPH+CPI,6,0.7166666666666667,1.4093023255813957,0.1,0.25,0.75
SPH+CPI,7,0.72,1.4351851851851851,0.1,0.25,0.75
SPH+CPI,8,0.7333333333333333,1.5545454545454545,0.1,0.25,0.75
SPH+CPI,9,0.76,1.8157894736842104,0.1,0.25,0.75
SPH+CPI,10,0.77,1.922077922077922,0.1,0.25,0.75
SPH+CPI,1,0.55,1.0,0.1,0.25,0.8
SPH+CPI,2,0.6333333333333333,1.131578947368421,0.1,0.25,0.8
SPH+CPI,3,0.6633333333333333,1.2160804020100502,0.1,0.25,0.8
SPH+CPI,4,0.6833333333333333,1.297560975609756,0.1,0.25,0.8
SPH+CPI,5,0.7033333333333334,1.4028436018957346,0.1,0.25,0.8
SPH+CPI,6,0.72,1.5092592592592593,0.1,0.25,0.8
SPH+CPI,7,0.7266666666666667,1.5596330275229358,0.1,0.25,0.8
SPH+CPI,8,0.7333333333333333,1.6181818181818182,0.1,0.25,0.8
SPH+CPI,9,0.7566666666666667,1.845814977973568,0.1,0.25,0.8
SPH+CPI,10,0.77,1.9870129870129871,0.1,0.25,0.8
SPH+CPI,1,0.5633333333333334,1.0,0.1,0.25,0.85
SPH+CPI,2,0.6266666666666667,1.101063829787234,0.1,0.25,0.85
SPH+CPI,3,0.6533333333333333,1.1785714285714286,0.1,0.25,0.85
SPH+CPI,4,0.68,1.28921568627451,0.1,0.25,0.85
SPH+CPI,5,0.6966666666666667,1.3779904306220097,0.1,0.25,0.85
SPH+CPI,6,0.7166666666666667,1.5069767441860464,0.1,0.25,0.85
SPH+CPI,7,0.7266666666666667,1.5825688073394495,0.1,0.25,0.85
SPH+CPI,8,0.7333333333333333,1.6409090909090909,0.1,0.25,0.85
SPH+CPI,9,0.7633333333333333,1.9301310043668125,0.1,0.25,0.85
SPH+CPI,10,0.7733333333333333,2.034482758620689,0.1,0.25,0.85
SPH+CPI,1,0.5366666666666666,1.0,0.1,0.25,0.9
SPH+CPI,2,0.5866666666666667,1.0852272727272727,0.1,0.25,0.9
SPH+CPI,3,0.6366666666666667,1.2356020942408377,0.1,0.25,0.9
SPH+CPI,4,0.6566666666666666,1.3197969543147208,0.1,0.25,0.9
SPH+CPI,5,0.6733333333333333,1.4108910891089108,0.1,0.25,0.9
SPH+CPI,6,0.71,1.647887323943662,0.1,0.25,0.9
SPH+CPI,7,0.73,1.7945205479452055,0.1,0.25,0.9
SPH+CPI,8,0.74,1.8783783783783785,0.1,0.25,0.9
SPH+CPI,9,0.7533333333333333,2.004424778761062,0.1,0.25,0.9
SPH+CPI,10,0.7666666666666667,2.143478260869565,0.1,0.25,0.9
SPH+CPI,1,0.5766666666666667,1.0,0.1,0.3,0.7
SPH+CPI,2,0.6433333333333333,1.1036269430051813,0.1,0.3,0.7
SPH+CPI,3,0.6733333333333333,1.188118811881188,0.1,0.3,0.7
SPH+CPI,4,0.6866666666666666,1.2427184466019416,0.1,0.3,0.7
SPH+CPI,5,0.7133333333333334,1.383177570093458,0.1,0.3,0.7
SPH+CPI,6,0.7266666666666667,1.4678899082568808,0.1,0.3,0.7
SPH+CPI,7,0.7333333333333333,1.518181818181818,0.1,0.3,0.7
SPH+CPI,8,0.75,1.6622222222222225,0.1,0.3,0.7
SPH+CPI,9,0.7666666666666667,1.8217391304347823,0.1,0.3,0.7
SPH+CPI,10,0.7733333333333333,1.8922413793103448,0.1,0.3,0.7
SPH+CPI,1,0.5733333333333334,1.0,0.1,0.3,0.75
SPH+CPI,2,0.6466666666666666,1.11340206185567,0.1,0.3,0.75
SPH+CPI,3,0.6733333333333333,1.188118811881188,0.1,0.3,0.75
SPH+CPI,4,0.6933333333333334,1.2692307692307692,0.1,0.3,0.75
SPH+CPI,5,0.7033333333333334,1.3222748815165877,0.1,0.3,0.75
SPH+CPI,6,0.7166666666666667,1.4093023255813957,0.1,0.3,0.75
SPH+CPI,7,0.72,1.4351851851851851,0.1,0.3,0.75
SPH+CPI,8,0.7333333333333333,1.5545454545454545,0.1,0.3,0.75
SPH+CPI,9,0.76,1.8157894736842104,0.1,0.3,0.75
SPH+CPI,10,0.77,1.922077922077922,0.1,0.3,0.75
SPH+CPI,1,0.55,1.0,0.1,0.3,0.8
SPH+CPI,2,0.6333333333333333,1.131578947368421,0.1,0.3,0.8
SPH+CPI,3,0.6633333333333333,1.2160804020100502,0.1,0.3,0.8
SPH+CPI,4,0.6833333333333333,1.297560975609756,0.1,0.3,0.8
SPH+CPI,5,0.7033333333333334,1.4028436018957346,0.1,0.3,0.8
SPH+CPI,6,0.72,1.5092592592592593,0.1,0.3,0.8
SPH+CPI,7,0.7266666666666667,1.5596330275229358,0.1,0.3,0.8
SPH+CPI,8,0.7333333333333333,1.6181818181818182,0.1,0.3,0.8
SPH+CPI,9,0.7566666666666667,1.845814977973568,0.1,0.3,0.8
SPH+CPI,10,0.77,1.9870129870129871,0.1,0.3,0.8
SPH+CPI,1,0.5633333333333334,1.0,0.1,0.3,0.85
SPH+CPI,2,0.6266666666666667,1.101063829787234,0.1,0.3,0.85
SPH+CPI,3,0.6533333333333333,1.1785714285714286,0.1,0.3,0.85
SPH+CPI,4,0.68,1.28921568627451,0.1,0.3,0.85
SPH+CPI,5,0.6966666666666667,1.3779904306220097,0.1,0.3,0.85
SPH+CPI,6,0.7166666666666667,1.5069767441860464,0.1,0.3,0.85
SPH+CPI,7,0.7266666666666667,1.5825688073394495,0.1,0.3,0.85
SPH+CPI,8,0.7333333333333333,1.6409090909090909,0.1,0.3,0.85
SPH+CPI,9,0.7633333333333333,1.9301310043668125,0.1,0.3,0.85
SPH+CPI,10,0.7733333333333333,2.034482758620689,0.1,0.3,0.85
SPH+CPI,1,0.5366666666666666,1.0,0.1,0.3,0.9
SPH+CPI,2,0.5866666666666667,1.0852272727272727,0.1,0.3,0.9
SPH+CPI,3,0.6366666666666667,1.2356020942408377,0.1,0.3,0.9
SPH+CPI,4,0.6566666666666666,1.3197969543147208,0.1,0.3,0.9
SPH+CPI,5,0.6733333333333333,1.4108910891089108,0.1,0.3,0.9
SPH+CPI,6,0.71,1.647887323943662,0.1,0.3,0.9
SPH+CPI,7,0.73,1.7945205479452055,0.1,0.3,0.9
SPH+CPI,8,0.74,1.8783783783783785,0.1,0.3,0.9
SPH+CPI,9,0.7533333333333333,2.004424778761062,0.1,0.3,0.9
SPH+CPI,10,0.7666666666666667,2.143478260869565,0.1,0.3,0.9
SPH+CPI,1,0.5766666666666667,1.0,0.1,0.35,0.7
SPH+CPI,2,0.6433333333333333,1.1036269430051813,0.1,0.35,0.7
SPH+CPI,3,0.6733333333333333,1.188118811881188,0.1,0.35,0.7
SPH+CPI,4,0.6866666666666666,1.2427184466019416,0.1,0.35,0.7
SPH+CPI,5,0.7133333333333334,1.383177570093458,0.1,0.35,0.7
SPH+CPI,6,0.7266666666666667,1.4678899082568808,0.1,0.35,0.7
SPH+CPI,7,0.7333333333333333,1.518181818181818,0.1,0.35,0.7
SPH+CPI,8,0.75,1.6622222222222225,0.1,0.35,0.7
SPH+CPI,9,0.7666666666666667,1.8217391304347823,0.1,0.35,0.7
SPH+CPI,10,0.7733333333333333,1.8922413793103448,0.1,0.35,0.7
SPH+CPI,1,0.5733333333333334,1.0,0.1,0.35,0.75
SPH+CPI,2,0.6466666666666666,1.11340206185567,0.1,0.35,0.75
SPH+CPI,3,0.6733333333333333,1.188118811881188,0.1,0.35,0.75
SPH+CPI,4,0.6933333333333334,1.2692307692307692,0.1,0.35,0.75
SPH+CPI,5,0.7033333333333334,1.3222748815165877,0.1,0.35,0.75
SPH+CPI,6,0.7166666666666667,1.4093023255813957,0.1,0.35,0.75
SPH+CPI,7,0.72,1.4351851851851851,0.1,0.35,0.75
SPH+CPI,8,0.7333333333333333,1.5545454545454545,0.1,0.35,0.75
SPH+CPI,9,0.76,1.8157894736842104,0.1,0.35,0.75
SPH+CPI,10,0.77,1.922077922077922,0.1,0.35,0.75
SPH+CPI,1,0.55,1.0,0.1,0.35,0.8
SPH+CPI,2,0.6333333333333333,1.131578947368421,0.1,0.35,0.8
SPH+CPI,3,0.6633333333333333,1.2160804020100502,0.1,0.35,0.8
SPH+CPI,4,0.6833333333333333,1.297560975609756,0.1,0.35,0.8
SPH+CPI,5,0.7033333333333334,1.4028436018957346,0.1,0.35,0.8
SPH+CPI,6,0.72,1.5092592592592593,0.1,0.35,0.8
SPH+CPI,7,0.7266666666666667,1.5596330275229358,0.1,0.35,0.8
SPH+CPI,8,0.7333333333333333,1.6181818181818182,0.1,0.35,0.8
SPH+CPI,9,0.7566666666666667,1.845814977973568,0.1,0.35,0.8
SPH+CPI,10,0.77,1.9870129870129871,0.1,0.35,0.8
SPH+CPI,1,0.5633333333333334,1.0,0.1,0.35,0.85
SPH+CPI,2,0.6266666666666667,1.101063829787234,0.1,0.35,0.85
SPH+CPI,3,0.6533333333333333,1.1785714285714286,0.1,0.35,0.85
SPH+CPI,4,0.68,1.28921568627451,0.1,0.35,0.85
SPH+CPI,5,0.6966666666666667,1.3779904306220097,0.1,0.35,0.85
SPH+CPI,6,0.7166666666666667,1.5069767441860464,0.1,0.35,0.85
SPH+CPI,7,0.7266666666666667,1.5825688073394495,0.1,0.35,0.85
SPH+CPI,8,0.7333333333333333,1.6409090909090909,0.1,0.35,0.85
SPH+CPI,9,0.7633333333333333,1.9301310043668125,0.1,0.35,0.85
SPH+CPI,10,0.7733333333333333,2.034482758620689,0.1,0.35,0.85
SPH+CPI,1,0.5366666666666666,1.0,0.1,0.35,0.9
SPH+CPI,2,0.5866666666666667,1.0852272727272727,0.1,0.35,0.9
SPH+CPI,3,0.6366666666666667,1.2356020942408377,0.1,0.35,0.9
SPH+CPI,4,0.6566666666666666,1.3197969543147208,0.1,0.35,0.9
SPH+CPI,5,0.6733333333333333,1.4108910891089108,0.1,0.35,0.9
SPH+CPI,6,0.71,1.647887323943662,0.1,0.35,0.9
SPH+CPI,7,0.73,1.7945205479452055,0.1,0.35,0.9
SPH+CPI,8,0.74,1.8783783783783785,0.1,0.35,0.9
SPH+CPI,9,0.7533333333333333,2.004424778761062,0.1,0.35,0.9
SPH+CPI,10,0.7666666666666667,2.143478260869565,0.1,0.35,0.9
SPH+CPI,1,0.57,1.0,0.1,0.4,0.7
SPH+CPI,2,0.65,1.123076923076923,0.1,0.4,0.7
SPH+CPI,3,0.68,1.2058823529411764,0.1,0.4,0.7
SPH+CPI,4,0.6933333333333334,1.2596153846153846,0.1,0.4,0.7
SPH+CPI,5,0.72,1.398148148148148,0.1,0.4,0.7
SPH+CPI,6,0.7266666666666667,1.4403669724770642,0.1,0.4,0.7
SPH+CPI,7,0.73,1.4657534246575343,0.1,0.4,0.7
SPH+CPI,8,0.74,1.554054054054054,0.1,0.4,0.7
SPH+CPI,9,0.7633333333333333,1.781659388646288,0.1,0.4,0.7
SPH+CPI,10,0.77,1.852813852813853,0.1,0.4,0.7
SPH+CPI,1,0.57,1.0,0.1,0.4,0.75
SPH+CPI,2,0.6533333333333333,1.1275510204081634,0.1,0.4,0.75
SPH+CPI,3,0.68,1.2009803921568627,0.1,0.4,0.75
SPH+CPI,4,0.6966666666666667,1.2679425837320577,0.1,0.4,0.75
SPH+CPI,5,0.71,1.3380281690140845,0.1,0.4,0.75
SPH+CPI,6,0.7166666666666667,1.3813953488372093,0.1,0.4,0.75
SPH+CPI,7,0.72,1.4074074074074074,0.1,0.4,0.75
SPH+CPI,8,0.7266666666666667,1.4678899082568808,0.1,0.4,0.75
SPH+CPI,9,0.7566666666666667,1.7665198237885462,0.1,0.4,0.75
SPH+CPI,10,0.7666666666666667,1.873913043478261,0.1,0.4,0.75
SPH+CPI,1,0.55,1.0,0.1,0.4,0.8
SPH+CPI,2,0.6433333333333333,1.145077720207254,0.1,0.4,0.8
SPH+CPI,3,0.6733333333333333,1.2277227722772277,0.1,0.4,0.8
SPH+CPI,4,0.69,1.2946859903381642,0.1,0.4,0.8
SPH+CPI,5,0.7066666666666667,1.3820754716981132,0.1,0.4,0.8
SPH+CPI,6,0.7133333333333334,1.425233644859813,0.1,0.4,0.8
SPH+CPI,7,0.72,1.476851851851852,0.1,0.4,0.8
SPH+CPI,8,0.7266666666666667,1.536697247706422,0.1,0.4,0.8
SPH+CPI,9,0.75,1.768888888888889,0.1,0.4,0.8
SPH+CPI,10,0.7633333333333333,1.9126637554585155,0.1,0.4,0.8
SPH+CPI,1,0.5666666666666667,1.0,0.1,0.4,0.85
SPH+CPI,2,0.6366666666666667,1.1099476439790577,0.1,0.4,0.85
SPH+CPI,3,0.6666666666666666,1.195,0.1,0.4,0.85
SPH+CPI,4,0.6833333333333333,1.2634146341463417,0.1,0.4,0.85
SPH+CPI,5,0.6933333333333334,1.3173076923076923,0.1,0.4,0.85
SPH+CPI,6,0.7133333333333334,1.4485981308411215,0.1,0.4,0.85
SPH+CPI,7,0.7233333333333334,1.5253456221198156,0.1,0.4,0.85
SPH+CPI,8,0.73,1.5844748858447488,0.1,0.4,0.85
SPH+CPI,9,0.7566666666666667,1.845814977973568,0.1,0.4,0.85
SPH+CPI,10,0.7666666666666667,1.9521739130434783,0.1,0.4,0.85
SPH+CPI,1,0.5433333333333333,1.0,0.1,0.4,0.9
SPH+CPI,2,0.6,1.0944444444444446,0.1,0.4,0.9
SPH+CPI,3,0.6433333333333333,1.2227979274611398,0.1,0.4,0.9
SPH+CPI,4,0.66,1.292929292929293,0.1,0.4,0.9
SPH+CPI,5,0.68,1.4019607843137254,0.1,0.4,0.9
SPH+CPI,6,0.7133333333333334,1.616822429906542,0.1,0.4,0.9
SPH+CPI,7,0.7233333333333334,1.6912442396313363,0.1,0.4,0.9
SPH+CPI,8,0.7366666666666667,1.8054298642533937,0.1,0.4,0.9
SPH+CPI,9,0.76,2.026315789473684,0.1,0.4,0.9
SPH+CPI,10,0.77,2.1298701298701297,0.1,0.4,0.9
SPH+CPI,1,0.5733333333333334,1.0,0.15,0.2,0.7
SPH+CPI,2,0.64,1.1041666666666667,0.15,0.2,0.7
SPH+CPI,3,0.6966666666666667,1.2583732057416268,0.15,0.2,0.7
SPH+CPI,4,0.7066666666666667,1.2971698113207548,0.15,0.2,0.7
SPH+CPI,5,0.7333333333333333,1.431818181818182,0.15,0.2,0.7
SPH+CPI,6,0.7466666666666667,1.5133928571428572,0.15,0.2,0.7
SPH+CPI,7,0.7566666666666667,1.5859030837004404,0.15,0.2,0.7
SPH+CPI,8,0.77,1.696969696969697,0.15,0.2,0.7
SPH+CPI,9,0.78,1.790598290598291,0.15,0.2,0.7
SPH+CPI,10,0.7933333333333333,1.9285714285714288,0.15,0.2,0.7
SPH+CPI,1,0.57,1.0,0.15,0.2,0.75
SPH+CPI,2,0.6533333333333333,1.1275510204081634,0.15,0.2,0.75
SPH+CPI,3,0.69,1.2270531400966185,0.15,0.2,0.75
SPH+CPI,4,0.7,1.2666666666666666,0.15,0.2,0.75
SPH+CPI,5,0.7166666666666667,1.3534883720930233,0.15,0.2,0.75
SPH+CPI,6,0.73,1.4383561643835616,0.15,0.2,0.75
SPH+CPI,7,0.7433333333333333,1.5381165919282511,0.15,0.2,0.75
SPH+CPI,8,0.7533333333333333,1.6238938053097345,0.15,0.2,0.75
SPH+CPI,9,0.77,1.7835497835497836,0.15,0.2,0.75
SPH+CPI,10,0.7866666666666666,1.957627118644068,0.15,0.2,0.75
SPH+CPI,1,0.5533333333333333,1.0,0.15,0.2,0.8
SPH+CPI,2,0.65,1.1487179487179486,0.15,0.2,0.8
SPH+CPI,3,0.6833333333333333,1.2390243902439024,0.15,0.2,0.8
SPH+CPI,4,0.6966666666666667,1.291866028708134,0.15,0.2,0.8
SPH+CPI,5,0.72,1.412037037037037,0.15,0.2,0.8
SPH+CPI,6,0.74,1.536036036036036,0.15,0.2,0.8
SPH+CPI,7,0.7533333333333333,1.6327433628318584,0.15,0.2,0.8
SPH+CPI,8,0.76,1.6885964912280702,0.15,0.2,0.8
SPH+CPI,9,0.7733333333333333,1.8146551724137927,0.15,0.2,0.8
SPH+CPI,10,0.7933333333333333,2.0210084033613445,0.15,0.2,0.8
SPH+CPI,1,0.57,1.0,0.15,0.2,0.85
SPH+CPI,2,0.6433333333333333,1.1139896373056994,0.15,0.2,0.85
SPH+CPI,3,0.6866666666666666,1.233009708737864,0.15,0.2,0.85
SPH+CPI,4,0.7,1.2857142857142858,0.15,0.2,0.85
SPH+CPI,5,0.7166666666666667,1.372093023255814,0.15,0.2,0.85
SPH+CPI,6,0.73,1.45662100456621,0.15,0.2,0.85
SPH+CPI,7,0.7566666666666667,1.6519823788546255,0.15,0.2,0.85
SPH+CPI,8,0.77,1.761904761904762,0.15,0.2,0.85
SPH+CPI,9,0.7766666666666666,1.8240343347639485,0.15,0.2,0.85
SPH+CPI,10,0.7833333333333333,1.893617021276596,0.15,0.2,0.85
SPH+CPI,1,0.54,1.0,0.15,0.2,0.9
SPH+CPI,2,0.6,1.1,0.15,0.2,0.9
SPH+CPI,3,0.6733333333333333,1.306930693069307,0.15,0.2,0.9
SPH+CPI,4,0.69,1.3719806763285023,0.15,0.2,0.9
SPH+CPI,5,0.6966666666666667,1.4066985645933014,0.15,0.2,0.9
SPH+CPI,6,0.7233333333333334,1.576036866359447,0.15,0.2,0.9
SPH+CPI,7,0.7533333333333333,1.7920353982300885,0.15,0.2,0.9
SPH+CPI,8,0.77,1.9264069264069263,0.15,0.2,0.9
SPH+CPI,9,0.77,1.9264069264069263,0.15,0.2,0.9
SPH+CPI,10,0.78,2.02991452991453,0.15,0.2,0.9
SPH+CPI,1,0.5733333333333334,1.0,0.15,0.25,0.7
SPH+CPI,2,0.64,1.1041666666666667,0.15,0.25,0.7
SPH+CPI,3,0.6966666666666667,1.2583732057416268,0.15,0.25,0.7
SPH+CPI,4,0.7033333333333334,1.2843601895734598,0.15,0.25,0.7
SPH+CPI,5,0.7333333333333333,1.4363636363636365,0.15,0.25,0.7
SPH+CPI,6,0.7466666666666667,1.5178571428571428,0.15,0.25,0.7
SPH+CPI,7,0.7566666666666667,1.5903083700440528,0.15,0.25,0.7
SPH+CPI,8,0.77,1.7012987012987013,0.15,0.25,0.7
SPH+CPI,9,0.78,1.794871794871795,0.15,0.25,0.7
SPH+CPI,10,0.7933333333333333,1.9327731092436973,0.15,0.25,0.7
SPH+CPI,1,0.57,1.0,0.15,0.25,0.75
SPH+CPI,2,0.6533333333333333,1.1275510204081634,0.15,0.25,0.75
SPH+CPI,3,0.69,1.2270531400966185,0.15,0.25,0.75
SPH+CPI,4,0.6966666666666667,1.2535885167464116,0.15,0.25,0.75
SPH+CPI,5,0.7166666666666667,1.3581395348837209,0.15,0.25,0.75
SPH+CPI,6,0.73,1.4429223744292237,0.15,0.25,0.75
SPH+CPI,7,0.7433333333333333,1.5426008968609866,0.15,0.25,0.75
SPH+CPI,8,0.7533333333333333,1.6283185840707963,0.15,0.25,0.75
SPH+CPI,9,0.77,1.7878787878787878,0.15,0.25,0.75
SPH+CPI,10,0.7866666666666666,1.961864406779661,0.15,0.25,0.75
SPH+CPI,1,0.5533333333333333,1.0,0.15,0.25,0.8
SPH+CPI,2,0.65,1.1487179487179486,0.15,0.25,0.8
SPH+CPI,3,0.6833333333333333,1.2390243902439024,0.15,0.25,0.8
SPH+CPI,4,0.6933333333333334,1.2788461538461535,0.15,0.25,0.8
SPH+CPI,5,0.72,1.4166666666666667,0.15,0.25,0.8
SPH+CPI,6,0.74,1.5405405405405406,0.15,0.25,0.8
SPH+CPI,7,0.7533333333333333,1.6371681415929205,0.15,0.25,0.8
SPH+CPI,8,0.76,1.6929824561403508,0.15,0.25,0.8
SPH+CPI,9,0.7733333333333333,1.8189655172413792,0.15,0.25,0.8
SPH+CPI,10,0.7933333333333333,2.0252100840336134,0.15,0.25,0.8
SPH+CPI,1,0.57,1.0,0.15,0.25,0.85
SPH+CPI,2,0.6433333333333333,1.1139896373056994,0.15,0.25,0.85
SPH+CPI,3,0.6866666666666666,1.233009708737864,0.15,0.25,0.85
SPH+CPI,4,0.6966666666666667,1.2727272727272727,0.15,0.25,0.85
SPH+CPI,5,0.7166666666666667,1.3767441860465115,0.15,0.25,0.85
SPH+CPI,6,0.73,1.461187214611872,0.15,0.25,0.85
SPH+CPI,7,0.7566666666666667,1.656387665198238,0.15,0.25,0.85
SPH+CPI,8,0.77,1.7662337662337662,0.15,0.25,0.85
SPH+CPI,9,0.7766666666666666,1.8283261802575108,0.15,0.25,0.85
SPH+CPI,10,0.7833333333333333,1.897872340425532,0.15,0.25,0.85
SPH+CPI,1,0.54,1.0,0.15,0.25,0.9
SPH+CPI,2,0.6,1.1,0.15,0.25,0.9
SPH+CPI,3,0.6733333333333333,1.306930693069307,0.15,0.25,0.9
SPH+CPI,4,0.6866666666666666,1.3592233009708738,0.15,0.25,0.9
SPH+CPI,5,0.6966666666666667,1.411483253588517,0.15,0.25,0.9
SPH+CPI,6,0.7233333333333334,1.5806451612903225,0.15,0.25,0.9
SPH+CPI,7,0.7533333333333333,1.7964601769911503,0.15,0.25,0.9
SPH+CPI,8,0.77,1.9307359307359304,0.15,0.25,0.9
SPH+CPI,9,0.77,1.9307359307359304,0.15,0.25,0.9
SPH+CPI,10,0.78,2.034188034188034,0.15,0.25,0.9
SPH+CPI,1,0.58,1.0,0.15,0.3,0.7
SPH+CPI,2,0.64,1.09375,0.15,0.3,0.7
SPH+CPI,3,0.6966666666666667,1.248803827751196,0.15,0.3,0.7
SPH+CPI,4,0.7033333333333334,1.2748815165876777,0.15,0.3,0.7
SPH+CPI,5,0.7333333333333333,1.4272727272727272,0.15,0.3,0.7
SPH+CPI,6,0.7466666666666667,1.5089285714285714,0.15,0.3,0.7
SPH+CPI,7,0.7566666666666667,1.5814977973568285,0.15,0.3,0.7
SPH+CPI,8,0.77,1.6926406926406927,0.15,0.3,0.7
SPH+CPI,9,0.78,1.7863247863247864,0.15,0.3,0.7
SPH+CPI,10,0.7933333333333333,1.92436974789916,0.15,0.3,0.7
SPH+CPI,1,0.5766666666666667,1.0,0.15,0.3,0.75
SPH+CPI,2,0.6533333333333333,1.1173469387755102,0.15,0.3,0.75
SPH+CPI,3,0.69,1.2173913043478262,0.15,0.3,0.75
SPH+CPI,4,0.6966666666666667,1.244019138755981,0.15,0.3,0.75
SPH+CPI,5,0.7166666666666667,1.3488372093023255,0.15,0.3,0.75
SPH+CPI,6,0.73,1.4337899543378996,0.15,0.3,0.75
SPH+CPI,7,0.7433333333333333,1.5336322869955157,0.15,0.3,0.75
SPH+CPI,8,0.7533333333333333,1.6194690265486726,0.15,0.3,0.75
SPH+CPI,9,0.77,1.7792207792207793,0.15,0.3,0.75
SPH+CPI,10,0.7866666666666666,1.9533898305084745,0.15,0.3,0.75
