Method,R_e,A@e,RA@e,max info loss,gini threshold,p value
SPH+CPI,5,0.52,2.18974358974359,0.1,0.4,0.75
SPH+CPI,6,0.56,2.469047619047619,0.1,0.4,0.75
SPH+CPI,7,0.5866666666666667,2.6795454545454547,0.1,0.4,0.75
SPH+CPI,8,0.6033333333333334,2.829281767955801,0.1,0.4,0.75
SPH+CPI,9,0.63,3.094708994708995,0.1,0.4,0.75
SPH+CPI,10,0.65,3.3102564102564105,0.1,0.4,0.75
SPH+CPI,1,0.24,1.0,0.1,0.4,0.8
SPH+CPI,2,0.35,1.4142857142857146,0.1,0.4,0.8
SPH+CPI,3,0.4333333333333333,1.7384615384615385,0.1,0.4,0.8
SPH+CPI,4,0.49,2.01156462585034,0.1,0.4,0.8
SPH+CPI,5,0.52,2.18974358974359,0.1,0.4,0.8
SPH+CPI,6,0.56,2.469047619047619,0.1,0.4,0.8
SPH+CPI,7,0.5866666666666667,2.6795454545454547,0.1,0.4,0.8
SPH+CPI,8,0.6033333333333334,2.829281767955801,0.1,0.4,0.8
SPH+CPI,9,0.63,3.094708994708995,0.1,0.4,0.8
SPH+CPI,10,0.65,3.3102564102564105,0.1,0.4,0.8
SPH+CPI,1,0.2266666666666666,1.0,0.1,0.4,0.85
SPH+CPI,2,0.35,1.4523809523809526,0.1,0.4,0.85
SPH+CPI,3,0.4333333333333333,1.7692307692307694,0.1,0.4,0.85
SPH+CPI,4,0.49,2.038775510204081,0.1,0.4,0.85
SPH+CPI,5,0.52,2.2153846153846155,0.1,0.4,0.85
SPH+CPI,6,0.5566666666666666,2.47125748502994,0.1,0.4,0.85
SPH+CPI,7,0.58,2.657471264367816,0.1,0.4,0.85
SPH+CPI,8,0.5933333333333334,2.7797752808988765,0.1,0.4,0.85
SPH+CPI,9,0.6133333333333333,2.985869565217391,0.1,0.4,0.85
SPH+CPI,10,0.6366666666666667,3.2465968586387435,0.1,0.4,0.85
SPH+CPI,1,0.23,1.0,0.1,0.4,0.9
SPH+CPI,2,0.3333333333333333,1.41,0.1,0.4,0.9
SPH+CPI,3,0.4266666666666667,1.7796875,0.1,0.4,0.9
SPH+CPI,4,0.49,2.0795918367346937,0.1,0.4,0.9
SPH+CPI,5,0.53,2.307547169811321,0.1,0.4,0.9
SPH+CPI,6,0.57,2.573684210526316,0.1,0.4,0.9
SPH+CPI,7,0.59,2.727118644067797,0.1,0.4,0.9
SPH+CPI,8,0.6066666666666667,2.8747252747252743,0.1,0.4,0.9
SPH+CPI,9,0.6233333333333333,3.041176470588236,0.1,0.4,0.9
SPH+CPI,10,0.6466666666666666,3.295876288659794,0.1,0.4,0.9
SPH+CPI,1,0.2333333333333333,1.0,0.15,0.2,0.7
SPH+CPI,2,0.3433333333333333,1.5203883495145634,0.15,0.2,0.7
SPH+CPI,3,0.4533333333333333,1.9279411764705885,0.15,0.2,0.7
SPH+CPI,4,0.4966666666666666,2.126174496644296,0.15,0.2,0.7
SPH+CPI,5,0.5433333333333333,2.3901840490797546,0.15,0.2,0.7
SPH+CPI,6,0.5833333333333334,2.651428571428572,0.15,0.2,0.7
SPH+CPI,7,0.5966666666666667,2.753072625698324,0.15,0.2,0.7
SPH+CPI,8,0.6166666666666667,2.92972972972973,0.15,0.2,0.7
SPH+CPI,9,0.6366666666666667,3.1267015706806283,0.15,0.2,0.7
SPH+CPI,10,0.65,3.271794871794872,0.15,0.2,0.7
SPH+CPI,1,0.2333333333333333,1.0,0.15,0.2,0.75
SPH+CPI,2,0.3433333333333333,1.5203883495145634,0.15,0.2,0.75
SPH+CPI,3,0.45,1.9185185185185187,0.15,0.2,0.75
SPH+CPI,4,0.4966666666666666,2.132885906040269,0.15,0.2,0.75
SPH+CPI,5,0.5433333333333333,2.3963190184049084,0.15,0.2,0.75
SPH+CPI,6,0.58,2.6367816091954026,0.15,0.2,0.75
SPH+CPI,7,0.5966666666666667,2.7642458100558662,0.15,0.2,0.75
SPH+CPI,8,0.6166666666666667,2.9405405405405407,0.15,0.2,0.75
SPH+CPI,9,0.6366666666666667,3.1371727748691103,0.15,0.2,0.75
SPH+CPI,10,0.65,3.2820512820512824,0.15,0.2,0.75
SPH+CPI,1,0.2433333333333333,1.0,0.15,0.2,0.8
SPH+CPI,2,0.3433333333333333,1.4912621359223304,0.15,0.2,0.8
SPH+CPI,3,0.4433333333333333,1.8766917293233083,0.15,0.2,0.8
SPH+CPI,4,0.4933333333333333,2.112162162162162,0.15,0.2,0.8
SPH+CPI,5,0.54,2.3790123456790124,0.15,0.2,0.8
SPH+CPI,6,0.58,2.642528735632184,0.15,0.2,0.8
SPH+CPI,7,0.5966666666666667,2.769832402234637,0.15,0.2,0.8
SPH+CPI,8,0.6133333333333333,2.9173913043478263,0.15,0.2,0.8
SPH+CPI,9,0.63,3.0835978835978843,0.15,0.2,0.8
SPH+CPI,10,0.6433333333333333,3.2310880829015547,0.15,0.2,0.8
SPH+CPI,1,0.2366666666666666,1.0,0.15,0.2,0.85
SPH+CPI,2,0.35,1.723809523809524,0.15,0.2,0.85
SPH+CPI,3,0.44,2.066666666666667,0.15,0.2,0.85
SPH+CPI,4,0.49,2.304761904761905,0.15,0.2,0.85
SPH+CPI,5,0.5333333333333333,2.5562500000000004,0.15,0.2,0.85
SPH+CPI,6,0.5666666666666667,2.782352941176471,0.15,0.2,0.85
SPH+CPI,7,0.5833333333333334,2.9142857142857146,0.15,0.2,0.85
SPH+CPI,8,0.5966666666666667,3.0368715083798885,0.15,0.2,0.85
SPH+CPI,9,0.6066666666666667,3.141758241758242,0.15,0.2,0.85
SPH+CPI,10,0.62,3.297849462365592,0.15,0.2,0.85
SPH+CPI,1,0.23,1.0,0.15,0.2,0.9
SPH+CPI,2,0.32,1.5812500000000005,0.15,0.2,0.9
SPH+CPI,3,0.4333333333333333,2.030769230769231,0.15,0.2,0.9
SPH+CPI,4,0.4933333333333333,2.3067567567567573,0.15,0.2,0.9
SPH+CPI,5,0.5466666666666666,2.5987804878048784,0.15,0.2,0.9
SPH+CPI,6,0.59,2.870621468926554,0.15,0.2,0.9
SPH+CPI,7,0.6,2.9444444444444446,0.15,0.2,0.9
SPH+CPI,8,0.6133333333333333,3.0608695652173914,0.15,0.2,0.9
SPH+CPI,9,0.62,3.127956989247312,0.15,0.2,0.9
SPH+CPI,10,0.6333333333333333,3.2789473684210533,0.15,0.2,0.9
SPH+CPI,1,0.2333333333333333,1.0,0.15,0.25,0.7
SPH+CPI,2,0.3566666666666667,1.5457943925233646,0.15,0.25,0.7
SPH+CPI,3,0.45,1.888888888888889,0.15,0.25,0.7
SPH+CPI,4,0.5066666666666667,2.147368421052632,0.15,0.25,0.7
SPH+CPI,5,0.55,2.387878787878788,0.15,0.25,0.7
SPH+CPI,6,0.5866666666666667,2.6261363636363644,0.15,0.25,0.7
SPH+CPI,7,0.6,2.727777777777778,0.15,0.25,0.7
SPH+CPI,8,0.6133333333333333,2.846739130434783,0.15,0.25,0.7
SPH+CPI,9,0.6366666666666667,3.079581151832461,0.15,0.25,0.7
SPH+CPI,10,0.6533333333333333,3.2612244897959184,0.15,0.25,0.7
SPH+CPI,1,0.2333333333333333,1.0,0.15,0.25,0.75
SPH+CPI,2,0.3566666666666667,1.5457943925233646,0.15,0.25,0.75
SPH+CPI,3,0.4466666666666666,1.8791044776119403,0.15,0.25,0.75
SPH+CPI,4,0.5066666666666667,2.153947368421053,0.15,0.25,0.75
SPH+CPI,5,0.55,2.393939393939394,0.15,0.25,0.75
SPH+CPI,6,0.5833333333333334,2.611428571428572,0.15,0.25,0.75
SPH+CPI,7,0.6,2.738888888888889,0.15,0.25,0.75
SPH+CPI,8,0.6133333333333333,2.857608695652174,0.15,0.25,0.75
SPH+CPI,9,0.6366666666666667,3.0900523560209425,0.15,0.25,0.75
SPH+CPI,10,0.6533333333333333,3.271428571428572,0.15,0.25,0.75
